day,run,block,trial,block_type,base_path,top_correct,bottom_left,bottom_right,bottom_correct_match
2,1,1,5,fem_neg,C:\Users\draga\Documents\data\emotional_faces\RADIATE\RADIATE_BMP\RADIATE_BMP\RADIATE_450_COLOR_BMP\,RADIATE_COLOR_8/WF02/WF02_FC.bmp,RADIATE_COLOR_8/WF01/WF01_FC.bmp,RADIATE_COLOR_8/WF02/WF02_FC.bmp,right
2,1,2,1,shape,C:\Users\draga\Documents\codes\stimuli_varia\face_stim\shapes_output\,heptagon_large.png,rect_tall_large.png,heptagon_large.png,right
2,1,2,2,shape,C:\Users\draga\Documents\codes\stimuli_varia\face_stim\shapes_output\,right_triangle_xxlarge.png,right_triangle_xxlarge.png,plus_xxlarge.png,left
2,1,2,3,shape,C:\Users\draga\Documents\codes\stimuli_varia\face_stim\shapes_output\,parallelogram_small.png,parallelogram_small.png,triangle_wide_small.png,left
2,1,2,4,shape,C:\Users\draga\Documents\codes\stimuli_varia\face_stim\shapes_output\,chevron_right_xxlarge.png,chevron_right_xxlarge.png,arrow_right_small.png,left
2,1,2,5,shape,C:\Users\draga\Documents\codes\stimuli_varia\face_stim\shapes_output\,triangle_down_large.png,triangle_down_large.png,parallelogram_xxlarge.png,left
2,1,3,1,mal_neg,C:\Users\draga\Documents\data\emotional_faces\RADIATE\RADIATE_BMP\RADIATE_BMP\RADIATE_450_COLOR_BMP\,RADIATE_COLOR_10/WM04/WM04_FC.bmp,RADIATE_COLOR_10/WM04/WM04_FC.bmp,RADIATE_COLOR_7/HM03/HM03_FC.bmp,left
2,1,3,2,mal_neg,C:\Users\draga\Documents\data\emotional_faces\Chicago\CFD Version 3.0\Images\CFD\,WM-023/CFD-WM-023-012-A.jpg,WM-023/CFD-WM-023-012-A.jpg,BM-017/CFD-BM-017-035-A.jpg,left
2,1,3,3,mal_neg,C:\Users\draga\Documents\data\emotional_faces\RADIATE\RADIATE_BMP\RADIATE_BMP\RADIATE_450_COLOR_BMP\,RADIATE_COLOR_2/AM11/AM11_AO.bmp,RADIATE_COLOR_9/WM02/WM02_AO.bmp,RADIATE_COLOR_2/AM11/AM11_AO.bmp,right
2,1,3,4,mal_neg,C:\Users\draga\Documents\data\emotional_faces\RADIATE\RADIATE_BMP\RADIATE_BMP\RADIATE_450_COLOR_BMP\,RADIATE_COLOR_7/HM06/HM06_FO.bmp,RADIATE_COLOR_7/HM06/HM06_FO.bmp,RADIATE_COLOR_2/AM03/AM03_FO.bmp,left
2,1,3,5,mal_neg,C:\Users\draga\Documents\data\emotional_faces\RADIATE\RADIATE_BMP\RADIATE_BMP\RADIATE_450_COLOR_BMP\,RADIATE_COLOR_7/HM06/HM06_AC.bmp,RADIATE_COLOR_7/HM06/HM06_AC.bmp,RADIATE_COLOR_5/BM04/BM04_AC.bmp,left
2,1,4,1,shape,C:\Users\draga\Documents\codes\stimuli_varia\face_stim\shapes_output\,circle_xxlarge.png,heptagon_large.png,circle_xxlarge.png,right
2,1,4,2,shape,C:\Users\draga\Documents\codes\stimuli_varia\face_stim\shapes_output\,arrow_up_large.png,arrow_up_large.png,oval_wide_small.png,left
2,1,4,3,shape,C:\Users\draga\Documents\codes\stimuli_varia\face_stim\shapes_output\,arrow_up_xxlarge.png,oval_tilt45_large.png,arrow_up_xxlarge.png,right
2,1,4,4,shape,C:\Users\draga\Documents\codes\stimuli_varia\face_stim\shapes_output\,arrow_right_small.png,circle_xxlarge.png,arrow_right_small.png,right
2,1,4,5,shape,C:\Users\draga\Documents\codes\stimuli_varia\face_stim\shapes_output\,triangle_wide_large.png,triangle_wide_large.png,pentagon_small.png,left
2,1,5,1,fem_neg,C:\Users\draga\Documents\data\emotional_faces\RADIATE\RADIATE_BMP\RADIATE_BMP\RADIATE_450_COLOR_BMP\,RADIATE_COLOR_4/BF22/BF22_AO.bmp,RADIATE_COLOR_1/AF10/AF10_AO.bmp,RADIATE_COLOR_4/BF22/BF22_AO.bmp,right
2,1,5,2,fem_neg,C:\Users\draga\Documents\data\emotional_faces\RADIATE\RADIATE_BMP\RADIATE_BMP\RADIATE_450_COLOR_BMP\,RADIATE_COLOR_3/BF03/BF03_FC.bmp,RADIATE_COLOR_1/AF12/AF12_FC.bmp,RADIATE_COLOR_3/BF03/BF03_FC.bmp,right
2,1,5,3,fem_neg,C:\Users\draga\Documents\data\emotional_faces\RADIATE\RADIATE_BMP\RADIATE_BMP\RADIATE_450_COLOR_BMP\,RADIATE_COLOR_9/WF14/WF14_AC.bmp,RADIATE_COLOR_1/AF07/AF07_AC.bmp,RADIATE_COLOR_9/WF14/WF14_AC.bmp,right
2,1,5,4,fem_neg,C:\Users\draga\Documents\data\emotional_faces\RADIATE\RADIATE_BMP\RADIATE_BMP\RADIATE_450_COLOR_BMP\,RADIATE_COLOR_4/BF13/BF13_FO.bmp,RADIATE_COLOR_4/BF13/BF13_FO.bmp,RADIATE_COLOR_4/BF17/BF17_FO.bmp,left
2,1,5,5,fem_neg,C:\Users\draga\Documents\data\emotional_faces\Chicago\CFD Version 3.0\Images\CFD\,WF-016/CFD-WF-016-021-A.jpg,WF-016/CFD-WF-016-021-A.jpg,BF-017/CFD-BF-017-011-A.jpg,left
2,1,6,1,shape,C:\Users\draga\Documents\codes\stimuli_varia\face_stim\shapes_output\,chevron_right_small.png,heptagon_small.png,chevron_right_small.png,right
2,1,6,2,shape,C:\Users\draga\Documents\codes\stimuli_varia\face_stim\shapes_output\,rect_tall_small.png,semicircle_large.png,rect_tall_small.png,right
2,1,6,3,shape,C:\Users\draga\Documents\codes\stimuli_varia\face_stim\shapes_output\,triangle_xxlarge.png,oval_tilt315_xxlarge.png,triangle_xxlarge.png,right
2,1,6,4,shape,C:\Users\draga\Documents\codes\stimuli_varia\face_stim\shapes_output\,rhombus_small.png,rhombus_small.png,oval_tall_xxlarge.png,left
2,1,6,5,shape,C:\Users\draga\Documents\codes\stimuli_varia\face_stim\shapes_output\,chevron_up_xxlarge.png,oval_tilt315_large.png,chevron_up_xxlarge.png,right
2,1,7,1,mal_neg,C:\Users\draga\Documents\data\emotional_faces\RADIATE\RADIATE_BMP\RADIATE_BMP\RADIATE_450_COLOR_BMP\,RADIATE_COLOR_5/BM04/BM04_AO.bmp,RADIATE_COLOR_5/BM04/BM04_AO.bmp,RADIATE_COLOR_6/BM18/BM18_AO.bmp,left
2,1,7,2,mal_neg,C:\Users\draga\Documents\data\emotional_faces\RADIATE\RADIATE_BMP\RADIATE_BMP\RADIATE_450_COLOR_BMP\,RADIATE_COLOR_10/WM08/WM08_AC.bmp,RADIATE_COLOR_10/WM08/WM08_AC.bmp,RADIATE_COLOR_2/AM11/AM11_AC.bmp,left
2,1,7,3,mal_neg,C:\Users\draga\Documents\data\emotional_faces\RADIATE\RADIATE_BMP\RADIATE_BMP\RADIATE_450_COLOR_BMP\,RADIATE_COLOR_5/BM05/BM05_FC.bmp,RADIATE_COLOR_5/BM05/BM05_FC.bmp,RADIATE_COLOR_8/HM09/HM09_FC.bmp,left
2,1,7,4,mal_neg,C:\Users\draga\Documents\data\emotional_faces\Chicago\CFD Version 3.0\Images\CFD\,BM-038/CFD-BM-038-038-A.jpg,BM-038/CFD-BM-038-038-A.jpg,WM-038/CFD-WM-038-011-A.jpg,left
2,1,7,5,mal_neg,C:\Users\draga\Documents\data\emotional_faces\Chicago\CFD Version 3.0\Images\CFD\,BM-016/CFD-BM-016-030-F.jpg,BM-016/CFD-BM-016-030-F.jpg,WM-023/CFD-WM-023-015-F.jpg,left
2,1,8,1,shape,C:\Users\draga\Documents\codes\stimuli_varia\face_stim\shapes_output\,semicircle_small.png,chevron_right_large.png,semicircle_small.png,right
2,1,8,2,shape,C:\Users\draga\Documents\codes\stimuli_varia\face_stim\shapes_output\,parallelogram_xxlarge.png,parallelogram_xxlarge.png,heptagon_xxlarge.png,left
