day,run,block,trial,block_type,base_path,top_correct,bottom_left,bottom_right,bottom_correct_match
1,1,2,2,shape,shapes_output,oval_tall_small.png,circle_small.png,oval_tall_small.png,right
1,1,2,3,shape,shapes_output,oval_wide_xlarge.png,oval_wide_xlarge.png,circle_medium.png,left
1,1,2,4,shape,shapes_output,oval_tall_medium.png,circle_large.png,oval_tall_medium.png,right
1,1,2,5,shape,shapes_output,circle_smallplus.png,circle_smallplus.png,circle_xxlarge.png,left
1,1,2,6,shape,shapes_output,oval_tall_large.png,oval_tall_large.png,circle_xxlarge.png,left
1,1,2,7,shape,shapes_output,oval_tall_medium.png,oval_tall_medium.png,oval_wide_medium.png,left
1,1,2,8,shape,shapes_output,circle_large.png,circle_large.png,oval_wide_xlarge.png,left
1,1,2,9,shape,shapes_output,oval_tall_xlarge.png,oval_wide_large.png,oval_tall_xlarge.png,right
1,1,3,1,neg_face,stimuli_images/faces,RADIATE_COLOR_1\AF01\AF01_AO.bmp,RADIATE_COLOR_1\AF01\AF01_AO.bmp,RADIATE_COLOR_6\BM15\BM15_AO.bmp,left
1,1,3,2,neg_face,stimuli_images/faces,RADIATE_COLOR_1\AF06\AF06_FO.bmp,RADIATE_COLOR_10\WM13\WM13_FO.bmp,RADIATE_COLOR_1\AF06\AF06_FO.bmp,right
1,1,3,3,neg_face,stimuli_images/faces,RADIATE_COLOR_3\BF03\BF03_AC.bmp,RADIATE_COLOR_8\WF06\WF06_AC.bmp,RADIATE_COLOR_3\BF03\BF03_AC.bmp,right
1,1,3,4,neg_face,stimuli_images/faces,RADIATE_COLOR_2\AM06\AM06_AO.bmp,RADIATE_COLOR_2\AM08\AM08_AO.bmp,RADIATE_COLOR_2\AM06\AM06_AO.bmp,right
1,1,3,5,neg_face,stimuli_images/faces,RADIATE_COLOR_1\AF05\AF05_AC.bmp,RADIATE_COLOR_3\BF03\BF03_AC.bmp,RADIATE_COLOR_1\AF05\AF05_AC.bmp,right
1,1,3,6,neg_face,stimuli_images/faces,RADIATE_COLOR_1\AF01\AF01_FC.bmp,RADIATE_COLOR_1\AF03\AF03_FC.bmp,RADIATE_COLOR_1\AF01\AF01_FC.bmp,right
1,1,3,7,neg_face,stimuli_images/faces,RADIATE_COLOR_2\AM08\AM08_AO.bmp,RADIATE_COLOR_2\AM08\AM08_AO.bmp,RADIATE_COLOR_1\AF01\AF01_AO.bmp,left
1,1,3,8,neg_face,stimuli_images/faces,RADIATE_COLOR_10\WM06\WM06_AC.bmp,RADIATE_COLOR_10\WM06\WM06_AC.bmp,RADIATE_COLOR_7\HM05\HM05_AC.bmp,left
1,1,3,9,neg_face,stimuli_images/faces,RADIATE_COLOR_7\HM01\HM01_AO.bmp,RADIATE_COLOR_2\AM06\AM06_AO.bmp,RADIATE_COLOR_7\HM01\HM01_AO.bmp,right
1,1,4,1,shape,shapes_output,circle_mediumplus.png,oval_tall_medium.png,circle_mediumplus.png,right
1,1,4,2,shape,shapes_output,circle_small.png,circle_mediumplus.png,circle_small.png,right
1,1,4,3,shape,shapes_output,circle_smallplus.png,circle_mediumplus.png,circle_smallplus.png,right
1,1,4,4,shape,shapes_output,oval_wide_xxlarge.png,oval_wide_xxlarge.png,oval_wide_large.png,left
1,1,4,5,shape,shapes_output,circle_large.png,circle_xsmall.png,circle_large.png,right
1,1,4,6,shape,shapes_output,oval_tall_xlarge.png,oval_tall_xlarge.png,oval_tall_xxlarge.png,left
1,1,4,7,shape,shapes_output,oval_tall_xlarge.png,oval_tall_xlarge.png,circle_large.png,left
1,1,4,8,shape,shapes_output,oval_tall_large.png,oval_wide_large.png,oval_tall_large.png,right
1,1,4,9,shape,shapes_output,oval_wide_medium.png,oval_wide_medium.png,circle_medium.png,left
1,2,1,1,hap_face,stimuli_images/faces,RADIATE_COLOR_7\HM02\HM02_HO.bmp,RADIATE_COLOR_2\AM08\AM08_HO.bmp,RADIATE_COLOR_7\HM02\HM02_HO.bmp,right
1,2,1,2,hap_face,stimuli_images/faces,RADIATE_COLOR_9\WF12\WF12_HC.bmp,RADIATE_COLOR_5\BM12\BM12_HC.bmp,RADIATE_COLOR_9\WF12\WF12_HC.bmp,right
1,2,1,3,hap_face,stimuli_images/faces,RADIATE_COLOR_10\WM11\WM11_HE.bmp,RADIATE_COLOR_10\WM11\WM11_HE.bmp,RADIATE_COLOR_9\WF10\WF10_HE.bmp,left
1,2,1,4,hap_face,stimuli_images/faces,RADIATE_COLOR_2\AM11\AM11_HC.bmp,RADIATE_COLOR_9\WF12\WF12_HC.bmp,RADIATE_COLOR_2\AM11\AM11_HC.bmp,right
1,2,1,5,hap_face,stimuli_images/faces,RADIATE_COLOR_7\HF10\HF10_HE.bmp,RADIATE_COLOR_4\BF12\BF12_HE.bmp,RADIATE_COLOR_7\HF10\HF10_HE.bmp,right
1,2,1,6,hap_face,stimuli_images/faces,RADIATE_COLOR_6\HF05\HF05_HC.bmp,RADIATE_COLOR_2\AM11\AM11_HC.bmp,RADIATE_COLOR_6\HF05\HF05_HC.bmp,right
1,2,1,7,hap_face,stimuli_images/faces,RADIATE_COLOR_4\BF18\BF18_HO.bmp,RADIATE_COLOR_4\BF18\BF18_HO.bmp,RADIATE_COLOR_1\AF09\AF09_HO.bmp,left
1,2,1,8,hap_face,stimuli_images/faces,RADIATE_COLOR_2\AM07\AM07_HE.bmp,RADIATE_COLOR_8\OM01\OM01_HE.bmp,RADIATE_COLOR_2\AM07\AM07_HE.bmp,right
1,2,1,9,hap_face,stimuli_images/faces,RADIATE_COLOR_5\BM01\BM01_HO.bmp,RADIATE_COLOR_5\BM01\BM01_HO.bmp,RADIATE_COLOR_7\HM02\HM02_HO.bmp,left
1,2,2,1,shape,shapes_output,oval_tall_large.png,oval_tall_large.png,oval_tall_xxlarge.png,left
1,2,2,2,shape,shapes_output,oval_wide_large.png,oval_tall_large.png,oval_wide_large.png,right
1,2,2,3,shape,shapes_output,circle_xlarge.png,circle_xlarge.png,oval_wide_medium.png,left
1,2,2,4,shape,shapes_output,circle_small.png,circle_xsmall.png,circle_small.png,right
1,2,2,5,shape,shapes_output,circle_large.png,circle_large.png,circle_smallplus.png,left
1,2,2,6,shape,shapes_output,circle_small.png,circle_small.png,oval_wide_xxlarge.png,left
1,2,2,7,shape,shapes_output,circle_large.png,circle_smallplus.png,circle_large.png,right
1,2,2,8,shape,shapes_output,oval_wide_xsmall.png,oval_wide_xsmall.png,circle_xsmall.png,left
1,2,2,9,shape,shapes_output,circle_small.png,oval_tall_xsmall.png,circle_small.png,right
1,2,3,1,hap_face,stimuli_images/faces,RADIATE_COLOR_1\AF09\AF09_HO.bmp,RADIATE_COLOR_4\BF18\BF18_HO.bmp,RADIATE_COLOR_1\AF09\AF09_HO.bmp,right
1,2,3,2,hap_face,stimuli_images/faces,RADIATE_COLOR_8\OM01\OM01_HE.bmp,RADIATE_COLOR_8\OM01\OM01_HE.bmp,RADIATE_COLOR_7\HF10\HF10_HE.bmp,left
1,2,3,3,hap_face,stimuli_images/faces,RADIATE_COLOR_4\BF20\BF20_HC.bmp,RADIATE_COLOR_4\BF20\BF20_HC.bmp,RADIATE_COLOR_6\HF05\HF05_HC.bmp,left
1,2,3,4,hap_face,stimuli_images/faces,RADIATE_COLOR_1\AF12\AF12_HC.bmp,RADIATE_COLOR_1\AF12\AF12_HC.bmp,RADIATE_COLOR_4\BF20\BF20_HC.bmp,left
1,2,3,5,hap_face,stimuli_images/faces,RADIATE_COLOR_2\AM08\AM08_HO.bmp,RADIATE_COLOR_2\AM08\AM08_HO.bmp,RADIATE_COLOR_6\BM18\BM18_HO.bmp,left
1,2,3,6,hap_face,stimuli_images/faces,RADIATE_COLOR_6\BM18\BM18_HO.bmp,RADIATE_COLOR_5\BM01\BM01_HO.bmp,RADIATE_COLOR_6\BM18\BM18_HO.bmp,right
1,2,3,7,hap_face,stimuli_images/faces,RADIATE_COLOR_9\WF10\WF10_HE.bmp,RADIATE_COLOR_9\WF10\WF10_HE.bmp,RADIATE_COLOR_10\WM11\WM11_HE.bmp,left
1,2,3,8,hap_face,stimuli_images/faces,RADIATE_COLOR_4\BF12\BF12_HE.bmp,RADIATE_COLOR_2\AM07\AM07_HE.bmp,RADIATE_COLOR_4\BF12\BF12_HE.bmp,right
1,2,3,9,hap_face,stimuli_images/faces,RADIATE_COLOR_5\BM12\BM12_HC.bmp,RADIATE_COLOR_5\BM12\BM12_HC.bmp,RADIATE_COLOR_1\AF12\AF12_HC.bmp,left
1,2,4,1,shape,shapes_output,oval_wide_large.png,oval_tall_xlarge.png,oval_wide_large.png,right
1,2,4,2,shape,shapes_output,oval_tall_xxlarge.png,oval_tall_xxlarge.png,oval_wide_large.png,left
1,2,4,3,shape,shapes_output,oval_wide_xsmall.png,oval_wide_large.png,oval_wide_xsmall.png,right
1,2,4,4,shape,shapes_output,oval_wide_xxlarge.png,oval_wide_medium.png,oval_wide_xxlarge.png,right
1,2,4,5,shape,shapes_output,circle_xxlarge.png,oval_wide_small.png,circle_xxlarge.png,right
1,2,4,6,shape,shapes_output,oval_tall_xlarge.png,oval_tall_xlarge.png,oval_wide_xlarge.png,left
1,2,4,7,shape,shapes_output,oval_tall_xsmall.png,circle_large.png,oval_tall_xsmall.png,right
1,2,4,8,shape,shapes_output,circle_medium.png,circle_medium.png,oval_tall_small.png,left
1,2,4,9,shape,shapes_output,oval_tall_xxlarge.png,oval_wide_small.png,oval_tall_xxlarge.png,right
