day,run,block,trial,block_type,base_path,top_correct,bottom_left,bottom_right,bottom_correct_match
1,2,2,3,shape,C:\Users\draga\Documents\codes\stimuli_varia\face_stim\shapes_output\,triangle_xxlarge.png,triangle_xxlarge.png,square_large.png,left
1,2,2,4,shape,C:\Users\draga\Documents\codes\stimuli_varia\face_stim\shapes_output\,rect_wide_large.png,rect_wide_large.png,rect_tall_small.png,left
1,2,2,5,shape,C:\Users\draga\Documents\codes\stimuli_varia\face_stim\shapes_output\,rect_wide_small.png,rect_wide_small.png,rect_tall_small.png,left
1,2,2,6,shape,C:\Users\draga\Documents\codes\stimuli_varia\face_stim\shapes_output\,rect_tall_small.png,triangle_small.png,rect_tall_small.png,right
1,2,2,7,shape,C:\Users\draga\Documents\codes\stimuli_varia\face_stim\shapes_output\,rect_wide_small.png,circle_xxlarge.png,rect_wide_small.png,right
1,2,2,8,shape,C:\Users\draga\Documents\codes\stimuli_varia\face_stim\shapes_output\,triangle_small.png,circle_large.png,triangle_small.png,right
1,2,2,9,shape,C:\Users\draga\Documents\codes\stimuli_varia\face_stim\shapes_output\,rect_wide_small.png,triangle_xxlarge.png,rect_wide_small.png,right
1,2,3,1,mal_hap,C:\Users\draga\Documents\data\emotional_faces\RADIATE\RADIATE_BMP\RADIATE_BMP\RADIATE_450_COLOR_BMP\,RADIATE_COLOR_7/HM05/HM05_HO.bmp,RADIATE_COLOR_7/HM05/HM05_HO.bmp,RADIATE_COLOR_10/WM09/WM09_HO.bmp,left
1,2,3,2,mal_hap,C:\Users\draga\Documents\data\emotional_faces\RADIATE\RADIATE_BMP\RADIATE_BMP\RADIATE_450_COLOR_BMP\,RADIATE_COLOR_7/HM07/HM07_HE.bmp,RADIATE_COLOR_7/HM07/HM07_HE.bmp,RADIATE_COLOR_10/WM04/WM04_HE.bmp,left
1,2,3,3,mal_hap,C:\Users\draga\Documents\data\emotional_faces\RADIATE\RADIATE_BMP\RADIATE_BMP\RADIATE_450_COLOR_BMP\,RADIATE_COLOR_5/BM11/BM11_HC.bmp,RADIATE_COLOR_8/HM09/HM09_HC.bmp,RADIATE_COLOR_5/BM11/BM11_HC.bmp,right
1,2,3,4,mal_hap,C:\Users\draga\Documents\data\emotional_faces\RADIATE\RADIATE_BMP\RADIATE_BMP\RADIATE_450_COLOR_BMP\,RADIATE_COLOR_10/WM04/WM04_HE.bmp,RADIATE_COLOR_5/BM05/BM05_HE.bmp,RADIATE_COLOR_10/WM04/WM04_HE.bmp,right
1,2,3,5,mal_hap,C:\Users\draga\Documents\data\emotional_faces\RADIATE\RADIATE_BMP\RADIATE_BMP\RADIATE_450_COLOR_BMP\,RADIATE_COLOR_5/BM05/BM05_HE.bmp,RADIATE_COLOR_7/HM07/HM07_HE.bmp,RADIATE_COLOR_5/BM05/BM05_HE.bmp,right
1,2,3,6,mal_hap,C:\Users\draga\Documents\data\emotional_faces\RADIATE\RADIATE_BMP\RADIATE_BMP\RADIATE_450_COLOR_BMP\,RADIATE_COLOR_7/HM06/HM06_HO.bmp,RADIATE_COLOR_7/HM05/HM05_HO.bmp,RADIATE_COLOR_7/HM06/HM06_HO.bmp,right
1,2,3,7,mal_hap,C:\Users\draga\Documents\data\emotional_faces\RADIATE\RADIATE_BMP\RADIATE_BMP\RADIATE_450_COLOR_BMP\,RADIATE_COLOR_8/HM09/HM09_HC.bmp,RADIATE_COLOR_8/HM09/HM09_HC.bmp,RADIATE_COLOR_2/AM06/AM06_HC.bmp,left
1,2,3,8,mal_hap,C:\Users\draga\Documents\data\emotional_faces\RADIATE\RADIATE_BMP\RADIATE_BMP\RADIATE_450_COLOR_BMP\,RADIATE_COLOR_10/WM09/WM09_HO.bmp,RADIATE_COLOR_7/HM06/HM06_HO.bmp,RADIATE_COLOR_10/WM09/WM09_HO.bmp,right
1,2,3,9,mal_hap,C:\Users\draga\Documents\data\emotional_faces\RADIATE\RADIATE_BMP\RADIATE_BMP\RADIATE_450_COLOR_BMP\,RADIATE_COLOR_2/AM06/AM06_HC.bmp,RADIATE_COLOR_5/BM11/BM11_HC.bmp,RADIATE_COLOR_2/AM06/AM06_HC.bmp,right
1,2,4,1,shape,C:\Users\draga\Documents\codes\stimuli_varia\face_stim\shapes_output\,rect_wide_xxlarge.png,rect_wide_xxlarge.png,circle_large.png,left
1,2,4,2,shape,C:\Users\draga\Documents\codes\stimuli_varia\face_stim\shapes_output\,rect_wide_large.png,triangle_large.png,rect_wide_large.png,right
1,2,4,3,shape,C:\Users\draga\Documents\codes\stimuli_varia\face_stim\shapes_output\,rect_tall_small.png,rect_tall_small.png,square_xxlarge.png,left
1,2,4,4,shape,C:\Users\draga\Documents\codes\stimuli_varia\face_stim\shapes_output\,rect_wide_small.png,rect_wide_small.png,rect_tall_small.png,left
1,2,4,5,shape,C:\Users\draga\Documents\codes\stimuli_varia\face_stim\shapes_output\,square_large.png,square_large.png,rect_wide_large.png,left
1,2,4,6,shape,C:\Users\draga\Documents\codes\stimuli_varia\face_stim\shapes_output\,triangle_xxlarge.png,triangle_xxlarge.png,rect_wide_large.png,left
1,2,4,7,shape,C:\Users\draga\Documents\codes\stimuli_varia\face_stim\shapes_output\,rect_wide_small.png,triangle_xxlarge.png,rect_wide_small.png,right
1,2,4,8,shape,C:\Users\draga\Documents\codes\stimuli_varia\face_stim\shapes_output\,rect_tall_xxlarge.png,rect_tall_xxlarge.png,triangle_xxlarge.png,left
1,2,4,9,shape,C:\Users\draga\Documents\codes\stimuli_varia\face_stim\shapes_output\,rect_wide_large.png,triangle_small.png,rect_wide_large.png,right
